Species Name,Eco-regions,Source,Scientific Name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Canonical Name,Authorship,Status,Rank,Match Type,Basionym,Common Names
Terminalia elliptica,"south western ghats moist deciduous forests, narmada valley dry deciduous forests, north western ghats moist deciduous forests",ERA dataset,Terminalia elliptica Willd.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia elliptica,Terminalia elliptica,,ACCEPTED,SPECIES,EXACT,,"Crocodile-bark Tree, చండ్ర మద్ది Nalla Maddi, Karimaruthu, रक्तअर्जुन Raktarjun, शार्दूल Or शार्दूळ Shardul, Sahaju, ಕರಿಮತ್ತಿ Karimatti, साताडा Satada, असण Or असणा Asan, સાદડ Sadad, अयन Or आईन Or ऐन Ain, असना Or आसन Asana, Indian Laurel, Black Murdah, மருதமரம் Marutamaram, Karru marudhu, ఇనుమద్ది Innu Maddi, Black murdah, Thembavu, साज Saj, Matthi, Indian laurel, Asan, அருச்சுனம் Aruccunam, White Chuglam, Silver Grey Wood, Kuramaruthu, கருமருது Karumarutu"
Anogeissus acuminata,north deccan dry deciduous forests,ERA dataset,"Anogeissus acuminata Wall., 1831",Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Anogeissus,Anogeissus acuminata,Anogeissus acuminata,,ACCEPTED,SPECIES,EXACT,,"Dhau, Panchman, Vekkali, Bu-chakaram, Dhoy, Pedda Manu, Buttontree, Pasi, धौरा Dhaura, நுந்நெரா Nunnera, Itchri, Pasi Chettu"
Dalbergia paniculata,"north deccan dry deciduous forests, khathiar gir dry deciduous forests","ERA dataset, A Trees dataset",Dalbergia paniculata Kurz,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,Dalbergia paniculata,Dalbergia paniculata,,ACCEPTED,SPECIES,EXACT,,No common names found
Stereospermum suaveolens,"north deccan dry deciduous forests, upper gangetic plains moist deciduous forests","ERA dataset, A Trees dataset",Stereospermum suaveolens (Roxb.) DC.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Stereospermum,Stereospermum chelonoides,Stereospermum suaveolens,,SYNONYM,SPECIES,EXACT,,"Padiri, Poopatiri, Paroli, Padal, Kalagari"
Trema orientalis,"north deccan dry deciduous forests, na","ERA dataset, A Trees dataset",Trema orientalis (L.) Blume,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Trema,Trema orientale,Trema orientalis,,SYNONYM,SPECIES,EXACT,,"प्राणक Pranaka, Malantotali, জীবন Jiban, Indian Nettle Tree, Jivanti, Taeliaamaram, क्षयनाशिनी Kshayanashini, Poison Peach, ആമത്താളി Aamaththaali, Pottama, Oriental nettle, Aarni, Mudalei, खरगोळ Khargol, Tachaamaram, Oriental trema, घोळ Gol, Phakdima, Ambatathi, जीवन्ती Jivanti, Mena, Wight's Sponia, Sobai-goch, చారపప్పుచెట్టు Charapappuchettu, Gurklu, പൊട്ടാമ Pottaama, पार्वती Parvati, Thundinaru, Pottamaram, Amathalai, Yerralai, Indian Nettle tree, Indian Nettle, അമരാത്തി Amaraaththi, Pigeon Wood, Gunpowder tree, ప్రుయాలవృక్షము Pruyalavriqshamu, Ghol, మొరలి Morali, जीवन Jivan, कापशी Kapshi, Omamaram, Mini, प्राणक Pranak, Ambarathi, Javanthi, Nudalai, Indian Charcoal Tree, खर्गुल Khargul, Jopang, Amarathi, जीवनी Jivani, Ratthi, Amapotti, പൊട്ടാമരം Pottaamaram, Aamathali, Oriental Nettle, Oman, Ami, Amparuthi, బొగ్గు చెట్టు Boggu Chettu, பேய்முன்னை Pey-munnai, Charcoal Tree"
Haldina cordifolia,north western ghats moist deciduous forests,ERA dataset,Haldina cordifolia (Roxb.) Ridsdale,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Adina,Adina cordifolia,Haldina cordifolia,,SYNONYM,SPECIES,EXACT,,"Barakuram, Hardu, Pasupu-kadamba, Manjakadambai, हॆदू Hedu, Katamba, Holondo, Haldu, करम Karam, Hedu, Poonthekku, Yellow teak, हळ्दू Haldu, Malamkadambu, Kuduba, Kadambu, Manjal kadambu, Manjakadambu, Hedi, Mannakatampu, Yettega, कदमी Kadami, Tarakchapa, गिरिकदम्ब Girikadamba, Manja Kadambe"
Lagerstroemia microcarpa,"south western ghats moist deciduous forests, malabar coast moist forests, north western ghats montane rainforests, north western ghats moist deciduous forests","ERA dataset, A Trees dataset",Lagerstroemia microcarpa Wight,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lagerstroemia,Lagerstroemia microcarpa,Lagerstroemia microcarpa,,ACCEPTED,SPECIES,EXACT,,"Vellilavu, Vevala, Nandimara, Ben Teak, Naram, Vellialvu, Bentek, Chinnangi, Venthekku, Kaccai-k-kattai, Kumbaya, Chennangi, Bondara, Bili Nandi, नाणा Nana ?, Bendeku, Nandi Tree"
Mallotus philippinensis,"himalayan subtropical broadleaved forests, north western ghats moist deciduous forests","ERA dataset, A Trees dataset",Mallotus philippensis (Lam.) Müll.Arg.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Mallotus,Mallotus philippensis,Mallotus philippensis,,ACCEPTED,SPECIES,FUZZY,,No common names found
Radermachera xylocarpa,"south western ghats moist deciduous forests, north western ghats moist deciduous forests","ERA dataset, A Trees dataset",Radermachera xylocarpa (Roxb.) Roxb. ex K.Schum.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Radermachera,Radermachera xylocarpa,Radermachera xylocarpa,,ACCEPTED,SPECIES,EXACT,,"Naguru, Naga-dundilam, Vedenkanni, Vedinkorana, Kattumuringa, Maankombu, Vedanguruni, Bairsing, Pathiri, Udi, Pambukaimaram, Pannimuringa, Kaddalathi, Vedangkonnai, Vedangkonnri, Pathri, Maan kombu, Vadencharni, Khansing, Goddha, Vedankuruani, Paral, खडशिंगी Kadashing, Khonda-partolli, Ambalahude, Jaimangal, Vedivembu, Padri Tree, Edankorna"
Tabernaemontana alternifolia,north western ghats moist deciduous forests,ERA dataset,Tabernaemontana alternifolia L.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Tabernaemontana,Tabernaemontana alternifolia,Tabernaemontana alternifolia,,ACCEPTED,SPECIES,EXACT,,"Koonampala, Nag Kuda, Kunninpala, Kundalappala, Kuruttupala"
Terminalia cuneata,north western ghats moist deciduous forests,ERA dataset,Terminalia cuneata B.Heyne ex Roth,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia arjuna,Terminalia cuneata,,SYNONYM,SPECIES,EXACT,,"Kulamaruthu, Vellilaya, Vellai marudhu, Vellamatthi, Neer Marudhu, White murdah, Vellamaruthu, Kattukadukka, Arjun, Attumaruthu, Puzhamatthi, Neermaruthu"
Terminalia paniculata,"south deccan plateau dry deciduous forests, south western ghats moist deciduous forests, north western ghats montane rainforests, north western ghats moist deciduous forests","ERA dataset, A Trees dataset",Terminalia paniculata B.Heyne ex Roth,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia paniculata,Terminalia paniculata,,ACCEPTED,SPECIES,EXACT,,"Pilla Marudu, Pumarutu, किंडल Kindal, Peikadukai, Pumarda, ല്ലുമരുത് Pullumaruth, పులిమద్ది Pulimaddi, Pu Marudu, Pilemardu, Manjamaruthu, Maruthi, Hulive, Flowering murdals, Pillamaruthu, किंझोळ Quinzol, Pekarakai, Honal, अश्वकर्ण Asvakarna, തേമ്പാവ് Theempaav, Poomurda, Puluvai, Peikadukkaai, किंजळ Kinjal, Pullamarutu, Pulla Maruthu, Honalu, Hunagalu, Pulamarada, Venmarudhu, Venmaruthu, Pemaruthu, Peimaruthu, Poomarda, పుటకరక్కాయ Putakarakkaaya, Pumarutha, Hongal, Honagalu, Maruva, ಕಿಮ್ದಳ Kindal, Maruthu, Matti, Flowering Murdah, பூமருது Pu-marutu, Poomardu, Pumardu, Huluvemara, Pillai Maruthu, Poomarida, Vella Maruthu, Vemmaruthu, Ada Maruthu, Veda Marudu, Paniculate Winged Myrobalan, Pillamarda, Pullamarudhu, Kindal Tree, பில்லைமருது Pillai-marutu, മരുത് Maruth, Hulube, Pulvai, Kindal, Vem Maruthu, Ulvi, Pullamaruthu, Vella Mathi, Ven Maruthu, புல்லமருது Pullamarutu, Hanalu, Pemarutu"
Actinodaphne angustifolia,"malabar coast moist forests, north western ghats montane rainforests","ERA dataset, A Trees dataset",Actinodaphne angustifolia (Blume) Nees,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Actinodaphne,Actinodaphne angustifolia,Actinodaphne angustifolia,,ACCEPTED,SPECIES,EXACT,,"Petarichewa, Bagnola"
Alseodaphne semecarpifolia,"south western ghats montane rainforests, north western ghats montane rainforests",ERA dataset,Alseodaphne semecarpifolia Nees,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Alseodaphne,Alseodaphne semecarpifolia,Alseodaphne semecarpifolia,,ACCEPTED,SPECIES,EXACT,,"Ponnae maram, Karukotta, Manjaya mulaamaram, Karinjikkada, Phudgus, Mulakunari, Thumbaraa"
Artocarpus hirsutus,"south western ghats montane rainforests, north western ghats montane rainforests",ERA dataset,Artocarpus hirsutus Lam.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,Artocarpus hirsutus,Artocarpus hirsutus,,ACCEPTED,SPECIES,EXACT,,"Ayani, Aiyinipila, Aini, Hirsute Artocarpus, Hebbalasu, Kadu Halasu, Anniliayari, Wild jack, Anjili"
Canthium dicoccum,"south western ghats montane rainforests, north western ghats montane rainforests",ERA dataset,Canthium dicoccum (Gaertn.) Merr.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Psydrax,Psydrax dicoccos,Canthium dicoccum,,SYNONYM,SPECIES,EXACT,,"Arsul, Oppai, Tupa, Naluvai, Nanyul, Nallamandharam, Nanjul, Irambaranthan, Nekkini, Navugu"
Caryota urens,north western ghats montane rainforests,ERA dataset,Caryota urens L.,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Caryota,Caryota urens,Caryota urens,,ACCEPTED,SPECIES,EXACT,,"Bastard Sago Tree, Thippili Panei., Baini, Bagani, माड़ी Mari, ചൂണ്ടപ്പന Cuuntappana, Toddy palm, श्रीताल Sritalah, Eerumbana, Koonthal Panai, Toddy Palm, Toddy palm/ Sago/ Fish tail palm, Bayni, Kuntha Panai, Konda Pana, Chuntappana, Kala Pana, भेरली माड Bherli-maad, Fish-tail palm, बिरलोमाड Birlomaad, Wine Palm, జిలుగు Jeelugu, Olatti, Kappa, Kondapana., Jaggery palm, Sowat goch, Schundapana, Konda Panei, Ana Pana, Vainava., Irampana, Aanapana, கூந்தற்பனை Kuntaypanai, திப்பிலிப்பனை Tippili-p-panai, Indian sago palm, सुरमाड Sur-maad, Sewa/ Sewa-tamol/ Sao-tamol/ Suratguti-goch, Erimpana, Iram Panai, Olattipana, Iram Pana, बन खजूर Ban-khajur, Kundapanai, Panamkula, Cuntappana, Shundrapana, Gol sago, Kalippana, Chao tamol, Jaggery Palm, ಬಯ್ನೆ Bayne, Fishtail Palm, Choondappana, Chunda Pana, Elephant's palm"
Cinnamomum verum,north western ghats montane rainforests,ERA dataset,Cinnamomum verum J.Presl,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,Cinnamomum verum,Cinnamomum verum,,ACCEPTED,SPECIES,EXACT,,"Tamalpatra, Ceylon Cinnamon, Sri Lanka Cinnamon, Dasini Chekka, Cinnamomum, Kunthakaimaram, Ilavargam, Thamala, Karuva, Illavangappattai, ದಾಲಚೀನೀ Dalchini, Kachakam, Dalchini, Vayana, Karoon, दालचीनी Dalchini, சன்னலவங்கம் Channalavangam, Elavangam, Edana, Karruwa, Erikkolam, Cinnamon, Darusita, Santhamaram"
Cleistanthus malabaricus,north western ghats montane rainforests,ERA dataset,Cleistanthus malabaricus (Müll.Arg.) Müll.Arg.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Cleistanthus,Cleistanthus malabaricus,Cleistanthus malabaricus,,ACCEPTED,SPECIES,EXACT,,No common names found
Dimocarpus longan,north western ghats montane rainforests,ERA dataset,Dimocarpus longan Lour.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Dimocarpus,Dimocarpus longan,Dimocarpus longan,,ACCEPTED,SPECIES,EXACT,,"Malampoovathi, Ausphal, Chempoovam, Malampuvanna, Longan tree, Poripunna, Poripuna, Mulei, Vairavan, Lungan, Longan Eyeball tree, Kattupuvam, Kanakindelienglish, Longan, Dragon Eye, Chempunna, Chempoovana, Dragon's Eyes, Pasakotta, Poovam, Kaattapoovam, Shempuvan, Vaal murichaan maram"
Diospyros nigrescens,north western ghats montane rainforests,ERA dataset,Diospyros nigrescens (Dalzell) C.J.Saldanha,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,Diospyros ferrea,Diospyros nigrescens,,SYNONYM,SPECIES,EXACT,,No common names found
Diospyros paniculata,north western ghats montane rainforests,ERA dataset,Diospyros paniculata Dalzell,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,Diospyros paniculata,Diospyros paniculata,,ACCEPTED,SPECIES,EXACT,,"Karivella, Karumaram, Illakatta, Illekatta, Karun thuvarai, Karunthuvarei, Ilakatta, Ilaakkkatta, Kari, Thuvara"
Drypetes venusta,north western ghats montane rainforests,ERA dataset,Drypetes venusta (Wight) Pax & K.Hoffm.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Putranjivaceae,Drypetes,Drypetes venusta,Drypetes venusta,,ACCEPTED,SPECIES,EXACT,,"Velleipuli, Palakani, Vellakasavu, Choota, Konamaram, Thalakani, Thalakanimaram, Moola Hannu, Enikomban"
Holigarna arnottiana,north western ghats montane rainforests,ERA dataset,Holigarna arnottiana Wall. ex Hook.fil.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Holigarna,Holigarna arnottiana,Holigarna arnottiana,,ACCEPTED,SPECIES,EXACT,,"Karunkarai, Karincheru, Karuncheru, Holigeru, Naicheru, The Black Varnish Tree, Cheru, Chera, Kadugeru, Holigar, Katugeri, Karuncharai, Kattucher, Cera, Charu, Cattusjeru, Kattuchera, Hulgeri, Kattu Cheru, Charii"
Holigarna grahamii,"north western ghats montane rainforests, na","ERA dataset, A Trees dataset",Holigarna grahamii (Wight) Kurz,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Holigarna,Holigarna grahamii,Holigarna grahamii,,ACCEPTED,SPECIES,EXACT,,"Bipti, Nai-cheru, Balwuli, Cheru, Vellacheru"
Hopea ponga,"north western ghats montane rainforests, na","ERA dataset, A Trees dataset",Hopea ponga (Dennst.) Mabb.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Dipterocarpaceae,Hopea,Hopea ponga,Hopea ponga,,ACCEPTED,SPECIES,EXACT,,"Kalhoni, Eyyakam, Naikambakam, Doddele Bogi, Kiriele bogi, Pongu, Naithambagam, Haiga, Thingam, Ilapongu, Kalbovu, Nayurippu, Kambakam, Doddele bogi, Ila Pongu, Ila pongu, Nai iripu, Nai thamgagam, Karehagalu, Kavsi, Ponga, Illapongu, Naduvalippongu, Hari bogi mara, Irumbagam, Irumbakam"
Humboldtia brunonis,north western ghats montane rainforests,ERA dataset,Humboldtia brunonis Wall.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Humboldtia,Humboldtia brunonis,Humboldtia brunonis,,ACCEPTED,SPECIES,EXACT,,"Kattasokam, Kaduasoka, Brown's Humboldtia"
Knema attenuata,"south western ghats montane rainforests, north western ghats montane rainforests, na","ERA dataset, A Trees dataset",Knema attenuata (Hook.fil. & Thomson) Warb.,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae,Knema,Knema attenuata,Knema attenuata,,ACCEPTED,SPECIES,EXACT,,"Chorapanu, Chennelli, Chorapam, Chorapayin, Choora pathiri, Kaatu jathikai, Chora Pathiri, Chorapali, Ran-Jayphal, Chorapathiri, Wild Nutmeg, Raktamara, Chorappathiri, Chorappayin"
Myristica malabarica,north western ghats montane rainforests,ERA dataset,Myristica malabarica Lam.,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,Myristica malabarica,Myristica malabarica,,ACCEPTED,SPECIES,EXACT,,"Ponnampoovu, Kattujathikka, Malabar nutmeg, Kanage, Malabar Nutmeg, Pasupasi, Pathri, Ponnapayin. Kayphal, Chorapali, Ponnampannu, Ponnampu, False nutmeg, Doddajajikai, Ponnampayin, Bombay mace, Panampalka, Kattujathi, Pathiripoovu, Kottappannu"
Nothopegia beddomei,"south western ghats montane rainforests, north western ghats montane rainforests",ERA dataset,Nothopegia beddomei Gamble,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Nothopegia,Nothopegia beddomei,Nothopegia beddomei,,ACCEPTED,SPECIES,EXACT,,"Aera, Cheru, Vyana, Oolagera"
Nothopegia castaneifolia,north western ghats montane rainforests,ERA dataset,Nothopegia castaneifolia (Roth) Ding Hou,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Nothopegia,Nothopegia castaneifolia,Nothopegia castaneifolia,,ACCEPTED,SPECIES,EXACT,,No common names found
Olea dioica,"malabar coast moist forests, north western ghats montane rainforests, na","ERA dataset, A Trees dataset",Olea dioica Roxb.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Tetrapilus,Tetrapilus dioicus,Olea dioica,,SYNONYM,SPECIES,EXACT,,"Valiya Vetila, Irippa, Koli Payar, Rose Sandalwood, Par Jambhul, Koli, Idalai Koli, Vidna, Yedalei, Edale, Vayana, Palarana, Poreng, Vyala, Parjamb, Edala, Payar, Koruku, Parrjamb, Edana, Karivetti, Vetila, Vidana, Bon-bholuka, Tadale, Yedalai, Indian Olive Tree, Etala, Vayala, Bilisarali, Kalluthodli"
Palaquium ellipticum,"south western ghats montane rainforests, north western ghats montane rainforests","ERA dataset, A Trees dataset",Palaquium ellipticum (Dalzell) Baill.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Palaquium,Palaquium ellipticum,Palaquium ellipticum,,ACCEPTED,SPECIES,EXACT,,"Panchonta, Panchendi, Pali, Palvadi, Iluppakkai, Palai, Palvadinthan, Pachendi, Kattu Illupai, Choppala"
Poeciloneuron indicum,north western ghats montane rainforests,ERA dataset,Poeciloneuron indicum Bedd.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Calophyllaceae,Poeciloneuron,Poeciloneuron indicum,Poeciloneuron indicum,,ACCEPTED,SPECIES,EXACT,,"Vayila vazha, Puthangkolli, Balagi, Vayilla., Kirballi, Balgi, Puthang Kolli, Vayanavu, Balige, Poothamkolli, Vadi-nangu, Puli-pulivayila, Vayala, Pudangalli, Kirballi., Vayila, Vavilavazhala., Vadinaangu"
Polyalthia fragrans,north western ghats montane rainforests,ERA dataset,Polyalthia fragrans (Dalzell) Hook.f. & Thomson,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Polyalthia,Polyalthia fragrans,Polyalthia fragrans,,ACCEPTED,SPECIES,EXACT,,"Kodangi, Kakkanaral, Kodanji, Kodanci, Chela, Chella, Nedunar, Pularei, Kakechapaya, Udambilai, Kekenneral, Pulluri, Perumaram, Udumballi, Kodaangi, Cela, Gowri Mara, Kodanyi, Pullarci, Pullarei"
Strombosia ceylanica,north western ghats montane rainforests,ERA dataset,Strombosia ceylanica Gardner,Plantae,Tracheophyta,Magnoliopsida,Santalales,Strombosiaceae,Strombosia,Strombosia ceylanica,Strombosia ceylanica,,ACCEPTED,SPECIES,EXACT,,"Kalkadamba, Kalkadambu, Kalavarai, Kalmanikkam"
Syzygium laetum,north western ghats montane rainforests,ERA dataset,Syzygium laetum (Ham.) Gandhi,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium laetum,Syzygium laetum,,ACCEPTED,SPECIES,EXACT,,"Kollinjaval, Manjachamba, Dev Jambhul, Kattuchamba"
Vateria indica,"south western ghats montane rainforests, north western ghats montane rainforests",ERA dataset,Vateria indica L.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Dipterocarpaceae,Vateria,Vateria indica,Vateria indica,,ACCEPTED,SPECIES,EXACT,,"Payin, Payani, Kungulu, Vellai kungiliyam, Pantam, Vellaikundrikam, Maddidhupa, Ajakarnah, Raala, Payan, Kundurukkam, White Dhamar, Thelli, Kahruba, Painimaram, Kunturukkam, Pyney, Vellathelly, Perumpiney, Kundirukam, Paine, Pandam, Piny, Turulakkam, Vellaikkunturukkam, Vellakondrikam, Painipishin, Salaadee, Vellai Kungiliyam, Kahruba-i-shamai, Indian copal tree, Dhoop, Bilee daamar, Gugli, Salah, White dammar, Vella-kundurukkam, Hugadamara, Bilagaggala, Bilee guggula, Vellapayini, Vellapayin, Telli, Cantiraracam, Bilidaamaru, Attam, Vellakundirikkam, Vellappayin, Vella Kunturukkum, Pine, Chandike, Velthapaini, Dhupa Maram, Kundura, Safed damar, Baine, Rala, White dhup, Vellai kundurukkam, Dhupa, Dhoopada Mara, Dhup, Bilidhoopa, Vellai-damar, Guggala, Kahruba shamai, Dhup-maram, Vellai-daman, Sarja, Chagakarna, Vellakondricum, Ugulu dhoopa, Velutta Kunturukkam, Paini, Paenoe, Vellaidamar, Peini, Doopadamaru, Perumpayani, Indian Copal Tree, Dhupa Mara, Ral, White dammar tree, Telladamaramu, Mandadhupa, Svetasarja, Guggul, Manda dhoopa, Chandrusa, Pynee, Vellai-kungiliyam, Piney Varnish Tree, Inkapitam"
Xantolis tomentosa,"orissa semi evergreen forests, north western ghats montane rainforests",ERA dataset,Xantolis tomentosa (Roxb.) Raf.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Xantolis,Xantolis tomentosa,Xantolis tomentosa,,ACCEPTED,SPECIES,EXACT,,"Hairy Xantolis, Karimkara, Palai"
Alangium salvifolium,orissa semi evergreen forests,ERA dataset,Alangium salviifolium (L.f.) Wangerin,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Alangium,Alangium salviifolium,Alangium salviifolium,,ACCEPTED,SPECIES,FUZZY,,"Ankolika, Ankul, Urgu, Ankolamara, Alinjil அழிஞ்சில், Azhinjil, Sage Leaved Alangium, Ankolah, Arinjl, Ankwal, Alandi, Ankolam, Irinjil, Ankula, Ankol अंकोल"
Albizia marginata,orissa semi evergreen forests,ERA dataset,Albizia Durazz.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Albizia,,Albizia,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Artocarpus heterophyllus,"orissa semi evergreen forests, south western ghats montane rainforests",ERA dataset,Artocarpus heterophyllus Lam.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,Artocarpus heterophyllus,Artocarpus heterophyllus,,ACCEPTED,SPECIES,EXACT,,"పనస Panas, Pila, Lamphong, Kottachakka, Plavu, Phanas, फणस Phanas, Jackfruit, Halasu, पनसम् Panasam, Chakka maram, Kathal, பலா Palaa, Jack Fruit, Halasina Hannu, कठल Kathal, Jackfruit Tree, Pilavu, Palamaram, Jack fruit, Alasu, কাঁঠাল Kathal, Chakka, Kattal, Jack, कटहल Katahal, থৈবোং Theibong, ପନସ Panas, Jack fruit tree, ചക്ക Chakka, Kothal"
Cassia fistula,"na, deccan thorn scrub forests, south deccan plateau dry deciduous forests, orissa semi evergreen forests, aravalli west thorn scrub forests","ERA dataset, A Trees dataset",Cassia fistula L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cassia,Cassia fistula,Cassia fistula,,ACCEPTED,SPECIES,EXACT,,"बहावा Bahava, The Indian Laburnum, கொன்ற Konrai, Golden Shower Tree, বাঁদরলাঠি Bandaralathi, बलो Balo, Kakke, Konnei, Kakkai, अमलतास Amaltas, Ngaingaw, Sonalu, Sarakonnai, চহুঈ Chahui, Amaltash, Konnai, Amaltas, Purging Fistula, Konna, കണിക്കൊന്ന Kanikkonna, Pudding-pipe tree, املتاس Amaltas, Sonaru, स्वर्णपुष्पी Swarn-pushpi, Sarakkonnai, Indian Laburnum, ગરમાળો Garmalo, সোনালী Sonali"
Grewia tiliifolia,"orissa semi evergreen forests, south western ghats moist deciduous forests",ERA dataset,Grewia tiliifolia Vahl,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Grewia,Grewia tiliifolia,Grewia tiliifolia,,ACCEPTED,SPECIES,EXACT,,"Thadasu Palam, Unnam, Chadachi, Dhanauna-vriksham, Dhaman, Thadachi"
Haldinia cordifolia,orissa semi evergreen forests,ERA dataset,Haldina cordifolia (Roxb.) Ridsdale,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Adina,Adina cordifolia,Haldina cordifolia,,SYNONYM,SPECIES,FUZZY,,No common names found
Michelia champaca,orissa semi evergreen forests,"ERA dataset, A Trees dataset",Michelia champaca L.,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,Magnolia champaca,Michelia champaca,,SYNONYM,SPECIES,EXACT,,"Joy Perfume Tree, Shamba, Tita sopa (Ass.), Champa, Champakam, Champaka, Golden/ Yellow/ Orange/ Fragrant Champa, Champak Or Champac, Sampige, Shenbagam, Dodda Sampige Mara, Serjo-asing (Mishing)."
Morinda tinctoria,orissa semi evergreen forests,ERA dataset,Morinda L.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Morinda,,Morinda,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Pterocarpus santalinus,"deccan thorn scrub forests, central deccan plateau dry deciduous forests, orissa semi evergreen forests, na","ERA dataset, A Trees dataset",Pterocarpus santalinus L.f.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Pterocarpus,Pterocarpus santalinus,Pterocarpus santalinus,,ACCEPTED,SPECIES,EXACT,,"Hindi Lalchandan, Ruby wood, Raktachandan' 'रक्तचंदन' / 'ratanjan' 'रातांजन' In Marathi, Senchandanam, Red sanders, Chenchandanam, Agaru, Chandan, Saunderswood, Rakthachandanam, Sivappu Sandhanam, Red Sanders Tree Or Red Sandal Wood, Redsanders, Raktachandan, Red sandalwood"
Hildegardia populifolia,south deccan plateau dry deciduous forests,ERA dataset,Hildegardia populifolia (Roxb.) Schott & Endl.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Hildegardia,Hildegardia populifolia,Hildegardia populifolia,,ACCEPTED,SPECIES,EXACT,,No common names found
Polyalthia coffeoides,south deccan plateau dry deciduous forests,ERA dataset,Polyalthia coffeoides (Thwaites) Hook.f. & Thomson,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Monoon,Monoon coffeoides,Polyalthia coffeoides,,SYNONYM,SPECIES,EXACT,,"Nedunar, Nedunarai., Nedunarai, Nedunar Villa, Villa, Nakulai, Villa."
Pongamia pinnata,"south deccan plateau dry deciduous forests, na","ERA dataset, A Trees dataset",Pongamia pinnata (L.) Pierre,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Pongamia,Pongamia pinnata,Pongamia pinnata,,ACCEPTED,SPECIES,EXACT,,"Punnu, Pongam Tree, Indian Beech, Pungam, Hongay oil tree, Minnari, Korosh, Honge, Ponga Maram, Pongum, Indian beech tree, Panigrahi, Honge Tree, Pongam, Karanch (Ass.), Karach-goch, Indian Beech Tree, Pongam oil tree, Punga maram, Pungu, Karanj, Ponnam, Ungu"
